ven_lati,ven_long,ven_vlrven
'-3.731217','-38.570819','R$ 52.90'
'-3.738111','-38.527923','R$ 81.10'
'-3.756559','-38.550007','R$ 59.80'
'-3.7291','-38.54758','R$ 27.89'
'-3.736187','-38.545863','R$ 54.15'
'-3.735306','-38.553155','R$ 96.96'
'-3.736811','-38.57976','R$ 59.70'
'-3.723042','-38.56206','R$ 81.85'
'-3.73574','-38.55847','R$ 76.81'
'-3.739227','-38.562354','R$ 30.89'
'-3.7291','-38.54758','R$ 67.70'
'-3.744743','-38.55823','R$ 60.71'
'-3.733627','-38.538545','R$ 37.70'
'-3.727807','-38.553324','R$ 55.70'
'-3.736811','-38.57976','R$ 59.70'
'-3.742328','-38.567011','R$ 29.79'
'-3.725806','-38.533971','R$ 35.69'
'-3.741162','-38.534123','R$ 62.40'
'-3.730563','-38.547759','R$ 53.80'
'-3.739227','-38.562354','R$ 30.89'
'-3.734736','-38.562274','R$ 57.40'
'-3.7363951','-38.5589898','R$ 86.60'
'-3.7291','-38.54758','R$ 56.30'
'-3.759913','-38.522353','R$ 55.60'
'-3.724036','-38.549883','R$ 70.70'
'-3.731217','-38.570819','R$ 48.90'
'-3.73416','-38.524237','R$ 62.40'
'-3.730348','-38.56373','R$ 41.90'
'-3.741003','-38.55766','R$ 29.79'
'-3.746735','-38.540449','R$ 43.31'
'-3.7355839','-38.5630695','R$ 77.60'
'-3.738111','-38.527923','R$ 47.81'
'-3.736811','-38.57976','R$ 59.70'
'-3.738109','-38.555819','R$ 20.89'
'-3.7291','-38.54758','R$ 41.80'
'-3.73574','-38.55847','R$ 78.71'
'-3.736187','-38.545863','R$ 39.80'
'-3.73574','-38.55847','R$ 67.60'
'-3.731217','-38.570819','R$ 52.90'
'-3.730563','-38.547759','R$ 53.80'
'-3.738111','-38.527923','R$ 49.80'
'-3.741162','-38.534123','R$ 62.40'
'-3.733386','-38.562832','R$ 80.70'
'-3.724036','-38.549883','R$ 71.70'
'-3.742328','-38.567011','R$ 59.80'
'-3.738109','-38.555819','R$ 20.89'
'-3.7291','-38.54758','R$ 56.30'
'-3.733373','-38.562841','R$ 30.89'
'-3.73574','-38.55847','R$ 70.71'
'-3.731858','-38.55631','R$ 65.70'
'-3.7547576','-38.5312366','R$ 100.40'
'-3.723609','-38.566979','R$ 58.15'
'-3.738111','-38.527923','R$ 49.80'
'-3.736811','-38.57976','R$ 56.80'
'-3.733627','-38.538545','R$ 90.60'
'-3.738109','-38.555819','R$ 27.89'
'-3.733386','-38.562832','R$ 83.50'
'-3.741003','-38.55766','R$ 29.79'
'-3.728466','-38.549139','R$ 51.80'
'-3.742328','-38.567011','R$ 60.60'
'-3.736811','-38.57976','R$ 55.70'
'-3.7288238','-38.5539283','R$ 61.70'
'-3.73574','-38.55847','R$ 72.81'
'-3.756559','-38.550007','R$ 60.80'
'-3.738111','-38.527923','R$ 30.89'
'-3.7291','-38.54758','R$ 30.39'
'-3.738109','-38.555819','R$ 20.89'
'-3.7363951','-38.5589898','R$ 86.60'
'-3.731911','-38.576533','R$ 39.80'
'-3.73574','-38.55847','R$ 72.81'
'-3.731911','-38.576533','R$ 57.20'
'-3.742328','-38.567011','R$ 29.79'
'-3.725806','-38.533971','R$ 35.69'
'-3.723042','-38.56206','R$ 68.70'
'-3.731217','-38.570819','R$ 52.90'
'-3.736811','-38.57976','R$ 33.79'
'-3.7355839','-38.5630695','R$ 123.40'
'-3.735879','-38.558603','R$ 27.69'
'-3.738111','-38.527923','R$ 49.80'
'-3.7291','-38.54758','R$ 58.80'
'-3.725268','-38.563239','R$ 53.80'
'-3.725806','-38.533971','R$ 35.69'
'-3.742328','-38.567011','R$ 35.79'
'-3.731217','-38.570819','R$ 47.90'
'-3.730348','-38.56373','R$ 41.90'
'-3.735142','-38.56245','R$ 122.60'
'-3.731911','-38.576533','R$ 39.30'
'-3.724036','-38.549883','R$ 71.70'
'-3.736811','-38.57976','R$ 59.70'
'-3.734736','-38.562274','R$ 39.90'
'-3.730362','-38.563572','R$ 80.70'
'-3.731911','-38.576533','R$ 83.00'
'-3.731911','-38.576533','R$ 37.80'
'-3.7544725','-38.5317294','R$ 123.40'
'-3.736811','-38.57976','R$ 56.80'
'-3.7363951','-38.5589898','R$ 86.60'
'-3.731217','-38.570819','R$ 51.90'
'-3.746735','-38.540449','R$ 30.89'
'-3.731911','-38.576533','R$ 69.10'
'-3.725268','-38.563239','R$ 53.80'
'-3.734848','-38.553266','R$ 40.70'
'-3.742328','-38.567011','R$ 29.79'
'-3.738111','-38.527923','R$ 49.80'
'-3.7355839','-38.5630695','R$ 115.50'
'-3.738111','-38.527923','R$ 49.80'
'-3.733386','-38.562832','R$ 57.80'
'-3.7291','-38.54758','R$ 58.80'
'-3.725806','-38.533971','R$ 35.69'
'-3.7544725','-38.5317294','R$ 94.50'
'-3.723875','-38.567249','R$ 30.89'
'-3.744743','-38.55823','R$ 42.81'
'-3.741162','-38.534123','R$ 62.40'
'-3.735306','-38.553155','R$ 96.96'
'-3.734736','-38.562274','R$ 71.30'
'-3.742328','-38.567011','R$ 29.79'
'-3.730348','-38.56373','R$ 43.80'
'-3.733627','-38.538545','R$ 37.70'
'-3.736811','-38.57976','R$ 59.70'
'-3.7291','-38.54758','R$ 41.80'
'-3.7372071','-38.5646864','R$ 43.90'
'-3.748901','-38.550991','R$ 40.90'
'-3.731911','-38.576533','R$ 105.30'
'-3.735879','-38.558603','R$ 118.50'
'-3.741684','-38.546949','R$ 42.70'
'-3.736811','-38.57976','R$ 59.70'
'-3.7544725','-38.5317294','R$ 92.50'
'-3.733411','-38.55941','R$ 30.89'
'-3.724036','-38.549883','R$ 71.70'
'-3.758777','-38.545509','R$ 47.90'
'-3.738109','-38.555819','R$ 20.89'
'-3.731911','-38.576533','R$ 81.00'
'-3.74925','-38.547696','R$ 27.89'
'-3.728131','-38.561952','R$ 30.39'
'-3.7291','-38.54758','R$ 41.80'
'-3.736187','-38.545863','R$ 43.80'
'-3.758777','-38.545509','R$ 47.90'
'-3.733386','-38.562832','R$ 80.70'
'-3.738109','-38.555819','R$ 20.89'
'-3.736811','-38.57976','R$ 59.70'
'-3.728466','-38.549139','R$ 51.80'
'-3.737547','-38.565726','R$ 46.90'
'-3.7355839','-38.5630695','R$ 81.60'
'-3.73574','-38.55847','R$ 72.81'
'-3.741667','-38.546954','R$ 54.70'
'-3.728131','-38.561952','R$ 37.30'
'-3.7291','-38.54758','R$ 41.80'
'-3.72286','-38.542239','R$ 61.70'
'-3.731911','-38.576533','R$ 82.50'
'-3.73574','-38.55847','R$ 80.40'
'-3.723875','-38.567249','R$ 30.89'
'-3.733627','-38.538545','R$ 32.79'
'-3.728466','-38.549139','R$ 91.60'
'-3.723042','-38.56206','R$ 68.70'
'-3.735142','-38.56245','R$ 81.80'
'-3.7291','-38.54758','R$ 30.39'
'-3.742328','-38.567011','R$ 29.79'
'-3.723705','-38.541582','R$ 47.30'
'-3.725806','-38.533971','R$ 35.69'
'-3.731911','-38.576533','R$ 39.30'
'-3.73928','-38.562287','R$ 75.80'
'-3.731858','-38.55631','R$ 36.80'
'-3.757066','-38.562531','R$ 46.20'
'-3.74925','-38.547696','R$ 27.89'
'-3.733627','-38.538545','R$ 32.79'
'-3.767178','-38.535888','R$ 54.70'
'-3.758777','-38.545509','R$ 49.90'
'-3.73928','-38.562287','R$ 63.90'
'-3.731217','-38.570819','R$ 52.90'
'-3.7544725','-38.5317294','R$ 90.70'
'-3.736811','-38.57976','R$ 59.70'
'-3.742354','-38.536059','R$ 52.70'
'-3.732243','-38.553508','R$ 93.60'
'-3.730348','-38.56373','R$ 75.95'
'-3.74925','-38.547696','R$ 27.89'
'-3.728131','-38.561952','R$ 61.70'
'-3.7544725','-38.5317294','R$ 100.40'
'-3.724036','-38.549883','R$ 71.70'
'-3.742328','-38.567011','R$ 29.79'
'-3.733627','-38.538545','R$ 32.79'
'-3.723042','-38.56206','R$ 61.70'
'-3.73574','-38.55847','R$ 69.90'
'-3.757066','-38.562531','R$ 46.70'
'-3.738111','-38.527923','R$ 50.40'
'-3.736811','-38.57976','R$ 59.70'
'-3.731911','-38.576533','R$ 82.40'
'-3.731217','-38.570819','R$ 51.90'
'-3.738109','-38.555819','R$ 20.89'
'-3.7493236','-38.5517676','R$ 42.80'
'-3.723875','-38.567249','R$ 30.89'
'-3.758777','-38.545509','R$ 49.90'
'-3.741162','-38.534123','R$ 62.40'
'-3.73574','-38.55847','R$ 54.91'
'-3.746351','-38.558829','R$ 57.80'
'-3.730348','-38.56373','R$ 41.90'
'-3.734217','-38.537818','R$ 38.50'
'-3.725806','-38.533971','R$ 35.69'
'-3.733627','-38.538545','R$ 32.79'
'-3.731911','-38.576533','R$ 37.30'
'-3.73574','-38.55847','R$ 54.91'
'-3.735306','-38.553155','R$ 58.93'
'-3.735142','-38.56245','R$ 40.90'
'-3.738111','-38.527923','R$ 73.70'
'-3.7355839','-38.5630695','R$ 115.50'
'-3.731911','-38.576533','R$ 36.80'
'-3.736811','-38.57976','R$ 30.89'
'-3.731858','-38.55631','R$ 26.79'
'-3.738111','-38.527923','R$ 47.60'
'-3.731911','-38.576533','R$ 30.79'
'-3.7544725','-38.5317294','R$ 106.40'
'-3.723609','-38.566979','R$ 87.60'
'-3.73416','-38.524237','R$ 62.40'
'-3.758777','-38.545509','R$ 47.90'
'-3.736811','-38.57976','R$ 56.80'
'-3.736187','-38.545863','R$ 39.80'
'-3.742328','-38.567011','R$ 53.80'
'-3.723042','-38.56206','R$ 76.60'
'-3.731858','-38.55631','R$ 104.30'
'-3.738111','-38.527923','R$ 49.80'
'-3.736811','-38.57976','R$ 61.60'
'-3.748972','-38.562417','R$ 61.66'
'-3.72286','-38.542239','R$ 65.05'
'-3.724036','-38.549883','R$ 42.11'
'-3.731911','-38.576533','R$ 39.30'
'-3.73574','-38.55847','R$ 54.91'
'-3.7372071','-38.5646864','R$ 41.90'
'-3.742328','-38.567011','R$ 29.79'
'-3.731911','-38.576533','R$ 89.40'
'-3.727807','-38.553324','R$ 48.70'
'-3.736811','-38.57976','R$ 61.60'
'-3.724036','-38.549883','R$ 55.80'
'-3.72286','-38.542239','R$ 65.05'
'-3.7363951','-38.5589898','R$ 86.60'
'-3.731217','-38.570819','R$ 52.90'
'-3.738109','-38.555819','R$ 20.89'
'-3.731911','-38.576533','R$ 36.80'
'-3.733627','-38.538545','R$ 56.60'
'-3.7355839','-38.5630695','R$ 101.60'
'-3.7544725','-38.5317294','R$ 108.40'
'-3.731217','-38.570819','R$ 47.90'
'-3.738111','-38.527923','R$ 30.89'
'-3.724213','-38.567248','R$ 31.89'
'-3.733373','-38.562841','R$ 59.80'
'-3.736187','-38.545863','R$ 43.80'
'-3.725806','-38.533971','R$ 35.69'
'-3.731911','-38.576533','R$ 60.10'
'-3.741667','-38.546954','R$ 31.79'
'-3.74925','-38.547696','R$ 53.80'
'-3.746351','-38.558829','R$ 67.70'
'-3.742328','-38.567011','R$ 29.79'
'-3.73574','-38.55847','R$ 58.91'
'-3.735879','-38.558603','R$ 59.80'
'-3.733411','-38.55941','R$ 30.89'
'-3.7544725','-38.5317294','R$ 123.40'
'-3.731217','-38.570819','R$ 57.80'
'-3.731858','-38.55631','R$ 55.80'
'-3.7355839','-38.5630695','R$ 93.70'
'-3.736811','-38.57976','R$ 57.60'
'-3.738109','-38.555819','R$ 20.89'
'-3.742354','-38.536059','R$ 56.70'
'-3.732243','-38.553508','R$ 104.50'
'-3.742328','-38.567011','R$ 60.60'
'-3.73574','-38.55847','R$ 58.91'
'-3.733411','-38.55941','R$ 30.89'
'-3.7278246','-38.547219','R$ 51.80'
'-3.742328','-38.567011','R$ 60.60'
'-3.736811','-38.57976','R$ 27.89'
'-3.7291','-38.54758','R$ 41.80'
'-3.738109','-38.555819','R$ 37.80'
'-3.73574','-38.55847','R$ 58.91'
'-3.731911','-38.576533','R$ 36.80'
'-3.735306','-38.553155','R$ 96.96'
'-3.736811','-38.57976','R$ 30.89'
'-3.73574','-38.55847','R$ 63.91'
'-3.726859','-38.555796','R$ 34.79'
'-3.725268','-38.563239','R$ 105.60'
'-3.730348','-38.56373','R$ 41.90'
'-3.736811','-38.57976','R$ 61.60'
'-3.742328','-38.567011','R$ 29.79'
'-3.727287','-38.554074','R$ 138.90'
'-3.7363951','-38.5589898','R$ 43.80'
'-3.731911','-38.576533','R$ 45.20'
'-3.72286','-38.542239','R$ 65.05'
'-3.73574','-38.55847','R$ 63.91'
'-3.74925','-38.547696','R$ 44.81'
'-3.738111','-38.527923','R$ 49.80'
'-3.735142','-38.56245','R$ 51.80'
'-3.725806','-38.533971','R$ 35.69'
'-3.741186','-38.555902','R$ 50.30'
'-3.731911','-38.576533','R$ 36.80'
'-3.7291','-38.54758','R$ 41.80'
'-3.731911','-38.576533','R$ 100.40'
'-3.723042','-38.56206','R$ 68.70'
'-3.73574','-38.55847','R$ 63.91'
'-3.731911','-38.576533','R$ 60.60'
'-3.731217','-38.570819','R$ 51.90'
'-3.74925','-38.547696','R$ 44.81'
'-3.731858','-38.55631','R$ 50.80'
'-3.736811','-38.57976','R$ 27.89'
'-3.742328','-38.567011','R$ 40.90'
'-3.731911','-38.576533','R$ 47.70'
'-3.742354','-38.536059','R$ 83.60'
'-3.7291','-38.54758','R$ 27.89'
'-3.736187','-38.545863','R$ 43.80'
'-3.725268','-38.563239','R$ 107.60'
'-3.742328','-38.567011','R$ 27.89'
'-3.733627','-38.538545','R$ 76.70'
'-3.738109','-38.555819','R$ 37.80'
'-3.724036','-38.549883','R$ 41.80'
'-3.7493236','-38.5517676','R$ 66.30'
'-3.731911','-38.576533','R$ 63.10'
'-3.735879','-38.558603','R$ 37.80'
'-3.726859','-38.555796','R$ 34.79'
'-3.74925','-38.547696','R$ 44.81'
'-3.725268','-38.563239','R$ 53.80'
'-3.726859','-38.555796','R$ 58.70'
'-3.725806','-38.533971','R$ 35.69'
'-3.7363951','-38.5589898','R$ 87.60'
'-3.746351','-38.558829','R$ 67.80'
'-3.723875','-38.567249','R$ 30.89'
'-3.744743','-38.55823','R$ 33.39'
'-3.738109','-38.555819','R$ 20.89'
'-3.731911','-38.576533','R$ 77.10'
'-3.723705','-38.541582','R$ 33.39'
'-3.727287','-38.554074','R$ 45.30'
'-3.72286','-38.542239','R$ 65.05'
'-3.74925','-38.547696','R$ 44.81'
'-3.731911','-38.576533','R$ 108.30'
'-3.736811','-38.57976','R$ 35.69'
'-3.73574','-38.55847','R$ 94.81'
'-3.74925','-38.547696','R$ 44.81'
'-3.73928','-38.562287','R$ 77.80'
'-3.735142','-38.56245','R$ 142.50'
'-3.7291','-38.54758','R$ 53.80'
'-3.731217','-38.570819','R$ 57.80'
'-3.723609','-38.566979','R$ 51.70'
'-3.7544725','-38.5317294','R$ 88.40'
'-3.735306','-38.553155','R$ 61.25'
'-3.742354','-38.536059','R$ 27.89'
'-3.731911','-38.576533','R$ 42.70'
'-3.733627','-38.538545','R$ 101.60'
'-3.723042','-38.56206','R$ 68.70'
'-3.733627','-38.538545','R$ 63.70'
'-3.742845','-38.530627','R$ 56.71'
'-3.731217','-38.570819','R$ 57.80'
'-3.758777','-38.545509','R$ 47.90'
'-3.731911','-38.576533','R$ 85.40'
'-3.7291','-38.54758','R$ 27.89'
'-3.731858','-38.55631','R$ 70.70'
'-3.738109','-38.555819','R$ 37.80'
'-3.724036','-38.549883','R$ 71.70'
'-3.736811','-38.57976','R$ 87.50'
'-3.739438','-38.565396','R$ 81.60'
'-3.741162','-38.534123','R$ 62.40'
'-3.738111','-38.527923','R$ 49.80'
'-3.736187','-38.545863','R$ 39.80'
'-3.742845','-38.530627','R$ 55.40'
'-3.736811','-38.57976','R$ 59.70'
'-3.734736','-38.562274','R$ 31.69'
'-3.74925','-38.547696','R$ 44.81'
'-3.731911','-38.576533','R$ 58.70'
'-3.738111','-38.527923','R$ 26.69'
'-3.727287','-38.554074','R$ 45.30'
'-3.7363951','-38.5589898','R$ 101.50'
'-3.73574','-38.55847','R$ 69.81'
'-3.735306','-38.553155','R$ 85.83'
'-3.723705','-38.541582','R$ 44.80'
'-3.7291','-38.54758','R$ 27.89'
'-3.723042','-38.56206','R$ 64.70'
'-3.736811','-38.57976','R$ 35.69'
'-3.73574','-38.55847','R$ 75.80'
'-3.723609','-38.566979','R$ 83.95'
'-3.73928','-38.562287','R$ 63.90'
'-3.73009','-38.565164','R$ 128.40'
'-3.727287','-38.554074','R$ 72.20'
'-3.7544725','-38.5317294','R$ 127.40'
'-3.742328','-38.567011','R$ 36.80'
'-3.738109','-38.555819','R$ 31.79'
'-3.730362','-38.563572','R$ 27.89'
'-3.738111','-38.527923','R$ 46.40'
'-3.726859','-38.555796','R$ 58.70'
'-3.73574','-38.55847','R$ 55.90'
'-3.735142','-38.56245','R$ 111.70'
'-3.728466','-38.549139','R$ 97.50'
'-3.7291','-38.54758','R$ 68.70'
'-3.72842','-38.562057','R$ 37.80'
'-3.724036','-38.549883','R$ 27.89'
'-3.73574','-38.55847','R$ 90.70'
'-3.723894','-38.549495','R$ 40.90'
'-3.723336','-38.5641','R$ 46.90'
'-3.731911','-38.576533','R$ 58.70'
'-3.736811','-38.57976','R$ 148.30'
'-3.73574','-38.55847','R$ 68.60'
'-3.742328','-38.567011','R$ 29.79'
'-3.723705','-38.541582','R$ 40.80'
'-3.731217','-38.570819','R$ 47.90'
'-3.7291','-38.54758','R$ 40.80'
'-3.758777','-38.545509','R$ 44.60'
'-3.767178','-38.535888','R$ 43.80'
'-3.727287','-38.554074','R$ 45.30'
'-3.7493236','-38.5517676','R$ 72.30'
'-3.742354','-38.536059','R$ 53.40'
'-3.73574','-38.55847','R$ 62.50'
'-3.734736','-38.562274','R$ 49.90'
'-3.735879','-38.558603','R$ 27.89'
'-3.724036','-38.549883','R$ 69.70'
'-3.723705','-38.541582','R$ 40.80'
'-3.7291','-38.54758','R$ 67.70'
'-3.748972','-38.562417','R$ 57.00'
'-3.728466','-38.549139','R$ 54.80'
'-3.74925','-38.547696','R$ 46.80'
'-3.736811','-38.57976','R$ 59.70'
'-3.731911','-38.576533','R$ 80.60'
'-3.72286','-38.542239','R$ 65.05'
'-3.7291','-38.54758','R$ 27.89'
'-3.73574','-38.55847','R$ 57.70'
'-3.736811','-38.57976','R$ 33.79'
'-3.735142','-38.56245','R$ 70.80'
'-3.733386','-38.562832','R$ 27.89'
'-3.735306','-38.553155','R$ 56.80'
'-3.727287','-38.554074','R$ 55.30'
'-3.7355839','-38.5630695','R$ 115.50'
'-3.73574','-38.55847','R$ 58.91'
'-3.736811','-38.57976','R$ 59.80'
'-3.732243','-38.553508','R$ 97.60'
'-3.724036','-38.549883','R$ 76.70'
'-3.731911','-38.576533','R$ 58.70'
'-3.73574','-38.55847','R$ 58.91'
'-3.731217','-38.570819','R$ 55.70'
'-3.733627','-38.538545','R$ 60.70'
'-3.742328','-38.567011','R$ 62.60'
'-3.736811','-38.57976','R$ 62.70'
'-3.738109','-38.555819','R$ 20.89'
'-3.723042','-38.56206','R$ 82.70'
'-3.731911','-38.576533','R$ 69.60'
'-3.742328','-38.567011','R$ 29.79'
'-3.73416','-38.524237','R$ 46.90'
'-3.73574','-38.55847','R$ 58.91'
'-3.731145','-38.550659','R$ 74.70'
'-3.757066','-38.562531','R$ 35.80'
'-3.731858','-38.55631','R$ 118.40'
'-3.735879','-38.558603','R$ 63.80'
'-3.735142','-38.56245','R$ 113.60'
'-3.736811','-38.57976','R$ 35.80'
'-3.736811','-38.57976','R$ 27.89'
'-3.731858','-38.55631','R$ 57.80'
'-3.736187','-38.545863','R$ 58.15'
'-3.727807','-38.553324','R$ 48.70'
'-3.7363951','-38.5589898','R$ 86.60'
'-3.736811','-38.57976','R$ 35.80'
'-3.731858','-38.55631','R$ 61.80'
'-3.724213','-38.567248','R$ 27.89'
'-3.7544725','-38.5317294','R$ 126.40'
'-3.731911','-38.576533','R$ 80.60'
'-3.727287','-38.554074','R$ 43.30'
'-3.72286','-38.542239','R$ 65.05'
'-3.7291','-38.54758','R$ 27.89'
'-3.73574','-38.55847','R$ 57.70'
'-3.746735','-38.540449','R$ 33.89'
'-3.731217','-38.570819','R$ 53.80'
'-3.736811','-38.57976','R$ 74.70'
'-3.736811','-38.57976','R$ 35.80'
'-3.73574','-38.55847','R$ 58.91'
'-3.746735','-38.540449','R$ 33.89'
'-3.7544725','-38.5317294','R$ 116.50'
'-3.731858','-38.55631','R$ 61.80'
'-3.736811','-38.57976','R$ 59.80'
'-3.724036','-38.549883','R$ 54.80'
'-3.731145','-38.550659','R$ 69.70'
'-3.736811','-38.57976','R$ 80.60'
'-3.7493236','-38.5517676','R$ 42.90'
'-3.742354','-38.536059','R$ 41.80'
'-3.73574','-38.55847','R$ 65.70'
'-3.7372071','-38.5646864','R$ 41.90'
'-3.736811','-38.57976','R$ 62.70'
'-3.731858','-38.55631','R$ 55.80'
'-3.7291','-38.54758','R$ 27.89'
'-3.738109','-38.555819','R$ 20.89'
'-3.758777','-38.545509','R$ 44.60'
'-3.7363951','-38.5589898','R$ 82.60'
'-3.731911','-38.576533','R$ 64.60'
'-3.73043','-38.531947','R$ 47.81'
'-3.738111','-38.527923','R$ 47.81'
'-3.73574','-38.55847','R$ 62.50'
'-3.725268','-38.563239','R$ 106.60'
'-3.723042','-38.56206','R$ 109.60'
'-3.726859','-38.555796','R$ 49.80'
'-3.736811','-38.57976','R$ 33.79'
'-3.7547576','-38.5312366','R$ 55.80'
'-3.741003','-38.55766','R$ 40.80'
'-3.724213','-38.567248','R$ 31.89'
'-3.724036','-38.549883','R$ 54.80'
'-3.731911','-38.576533','R$ 105.40'
'-3.726859','-38.555796','R$ 38.80'
'-3.738109','-38.555819','R$ 47.80'
'-3.7355839','-38.5630695','R$ 101.60'
'-3.733386','-38.562832','R$ 80.70'
'-3.749126','-38.531213','R$ 127.20'
'-3.735879','-38.558603','R$ 41.03'
'-3.756931','-38.563015','R$ 71.81'
'-3.726859','-38.555796','R$ 34.79'
'-3.733627','-38.538545','R$ 30.89'
'-3.736811','-38.57976','R$ 81.85'
'-3.727287','-38.554074','R$ 43.30'
'-3.734848','-38.553266','R$ 35.79'
'-3.735879','-38.558603','R$ 30.89'
'-3.741003','-38.55766','R$ 40.80'
'-3.736811','-38.57976','R$ 81.85'
'-3.727287','-38.554074','R$ 27.89'
'-3.744743','-38.55823','R$ 62.90'
'-3.733478','-38.55602','R$ 81.70'
'-3.741186','-38.555902','R$ 49.80'
'-3.73416','-38.524237','R$ 62.40'
'-3.7303','-38.560955','R$ 30.89'
'-3.742845','-38.530627','R$ 46.30'
'-3.738109','-38.555819','R$ 20.89'
'-3.736811','-38.57976','R$ 33.79'
'-3.727287','-38.554074','R$ 43.30'
'-3.726859','-38.555796','R$ 35.89'
'-3.733373','-38.562841','R$ 30.89'
'-3.733627','-38.538545','R$ 30.89'
'-3.767178','-38.535888','R$ 43.80'
'-3.726859','-38.555796','R$ 34.79'
'-3.736811','-38.57976','R$ 40.60'
'-3.748972','-38.562417','R$ 76.56'
'-3.758777','-38.545509','R$ 47.90'
'-3.738111','-38.527923','R$ 30.89'
'-3.736811','-38.57976','R$ 33.79'
'-3.7355839','-38.5630695','R$ 67.70'
'-3.724036','-38.549883','R$ 35.79'
'-3.738109','-38.555819','R$ 20.89'
'-3.72286','-38.542239','R$ 61.70'
'-3.723042','-38.56206','R$ 86.70'
'-3.746351','-38.558829','R$ 55.21'
'-3.736187','-38.545863','R$ 43.80'
'-3.731217','-38.570819','R$ 85.80'
'-3.742354','-38.536059','R$ 105.60'
'-3.731911','-38.576533','R$ 66.60'
'-3.7287426','-38.547487','R$ 76.20'
'-3.736811','-38.57976','R$ 30.89'
'-3.738111','-38.527923','R$ 49.80'
'-3.73574','-38.55847','R$ 61.80'
'-3.733386','-38.562832','R$ 27.89'
'-3.733627','-38.538545','R$ 49.80'
'-3.738111','-38.527923','R$ 26.89'
'-3.73043','-38.531947','R$ 49.80'
'-3.731217','-38.570819','R$ 47.90'
'-3.7303','-38.560955','R$ 27.89'
'-3.735142','-38.56245','R$ 40.80'
'-3.735879','-38.558603','R$ 52.30'
'-3.731911','-38.576533','R$ 98.30'
'-3.7544725','-38.5317294','R$ 127.40'
'-3.738111','-38.527923','R$ 41.80'
'-3.733373','-38.562841','R$ 49.80'
'-3.767178','-38.535888','R$ 22.89'
'-3.737223','-38.564705','R$ 50.80'
'-3.73574','-38.55847','R$ 115.50'
'-3.731217','-38.570819','R$ 45.90'
'-3.731858','-38.55631','R$ 62.70'
'-3.725806','-38.533971','R$ 35.69'
'-3.7544725','-38.5317294','R$ 112.60'
'-3.744743','-38.55823','R$ 32.29'
'-3.74925','-38.547696','R$ 27.89'
'-3.733386','-38.562832','R$ 73.20'
'-3.735142','-38.56245','R$ 95.40'
'-3.738111','-38.527923','R$ 49.80'
'-3.723705','-38.541582','R$ 61.20'
'-3.736811','-38.57976','R$ 33.79'
'-3.735879','-38.558603','R$ 48.40'
'-3.7303','-38.560955','R$ 27.89'
'-3.725806','-38.533971','R$ 35.69'
'-3.731911','-38.576533','R$ 101.30'
'-3.723042','-38.56206','R$ 30.89'
'-3.760534','-38.56701','R$ 46.70'
'-3.7593347','-38.5699191','R$ 86.50'
'-3.73928','-38.562287','R$ 146.60'
'-3.731858','-38.55631','R$ 55.70'
'-3.752341','-38.584574','R$ 33.39'
'-3.751776','-38.528959','R$ 235.10'
'-3.73574','-38.55847','R$ 61.80'
'-3.724317','-38.548511','R$ 32.79'
'-3.7544725','-38.5317294','R$ 114.30'
'-3.723875','-38.567249','R$ 30.89'
'-3.724036','-38.549883','R$ 72.60'
'-3.735306','-38.553155','R$ 56.80'
'-3.7355839','-38.5630695','R$ 109.50'
'-3.73574','-38.55847','R$ 61.80'
'-3.735879','-38.558603','R$ 33.39'
'-3.738111','-38.527923','R$ 49.80'
'-3.731145','-38.550659','R$ 63.71'
'-3.738109','-38.555819','R$ 50.70'
'-3.73574','-38.55847','R$ 61.80'
'-3.733386','-38.562832','R$ 55.80'
'-3.731145','-38.550659','R$ 63.71'
'-3.731217','-38.570819','R$ 68.90'
'-3.756931','-38.563015','R$ 108.61'
'-3.738111','-38.527923','R$ 30.89'
'-3.7278246','-38.547219','R$ 76.80'
'-3.724036','-38.549883','R$ 30.89'
'-3.731911','-38.576533','R$ 98.40'
'-3.730362','-38.563572','R$ 76.60'
'-3.758777','-38.545509','R$ 49.90'
'-3.723042','-38.56206','R$ 27.89'
'-3.735879','-38.558603','R$ 49.30'
'-3.735306','-38.553155','R$ 63.83'
'-3.731858','-38.55631','R$ 31.89'
'-3.756559','-38.550007','R$ 60.80'
'-3.738111','-38.527923','R$ 49.80'
'-3.725806','-38.533971','R$ 35.69'
'-3.7493236','-38.5517676','R$ 43.40'
'-3.767178','-38.535888','R$ 64.70'
'-3.735879','-38.558603','R$ 63.80'
'-3.731858','-38.55631','R$ 63.70'
'-3.7544725','-38.5317294','R$ 123.30'
'-3.731911','-38.576533','R$ 30.79'
'-3.727287','-38.554074','R$ 67.70'
'-3.744743','-38.55823','R$ 30.89'
'-3.733627','-38.538545','R$ 30.89'
'-3.73574','-38.55847','R$ 57.90'
'-3.735879','-38.558603','R$ 66.30'
'-3.73574','-38.55847','R$ 61.80'
'-3.723609','-38.566979','R$ 51.70'
'-3.728466','-38.549139','R$ 54.80'
'-3.751776','-38.528959','R$ 250.00'
'-3.727287','-38.554074','R$ 52.20'
'-3.732243','-38.553508','R$ 127.20'
'-3.724036','-38.549883','R$ 56.80'
'-3.756559','-38.550007','R$ 53.80'
'-3.767178','-38.535888','R$ 54.70'
'-3.731217','-38.570819','R$ 81.70'
'-3.723042','-38.56206','R$ 198.20'
'-3.73043','-38.531947','R$ 49.80'
